sample_id,file_path,category,subcategory,instrument,tags,duration,sample_rate,source,source_id,license,pitch,dynamic,technique,description
music_voice_singing_0046,data/corpus/music/voice/music_voice_singing_0046.wav,music,voice,singing,Singing;Human_voice,24.0,22050,FSD50K,66583.wav,CC-BY,,,,singing from FSD50K (Singing)
nature_human_burping_0085,data/corpus/nature/human/nature_human_burping_0085.wav,nature,human,burping,Burping_and_eructation,0.603,22050,FSD50K,66638.wav,CC-BY,,,,burping from FSD50K (Burping_and_eructation)
urban_domestic_microwave_0048,data/corpus/urban/domestic/urban_domestic_microwave_0048.wav,urban,domestic,microwave,Microwave_oven;Bell;Domestic_sounds_and_home_sounds,0.557,22050,FSD50K,66717.wav,CC-BY,,,,microwave from FSD50K (Microwave_oven)
urban_impact_gunshot_0108,data/corpus/urban/impact/urban_impact_gunshot_0108.wav,urban,impact,gunshot,Gunshot_and_gunfire;Explosion,0.598,22050,FSD50K,67020.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
nature_weather_wind_0057,data/corpus/nature/weather/nature_weather_wind_0057.wav,nature,weather,wind,Wind_chime;Engine_starting;Wind;Chime;Bell;Engine,15.958,22050,FSD50K,67112.wav,CC-BY,,,,wind from FSD50K (Wind)
urban_human_footsteps_0142,data/corpus/urban/human/urban_human_footsteps_0142.wav,urban,human,footsteps,Walk_and_footsteps;Stream;Chirp_and_tweet;Water;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals;Animal,22.671,22050,FSD50K,67114.wav,CC-BY,,,,footsteps from FSD50K (Walk_and_footsteps)
urban_domestic_cutlery_0110,data/corpus/urban/domestic/urban_domestic_cutlery_0110.wav,urban,domestic,cutlery,Cutlery_and_silverware;Dishes_and_pots_and_pans;Chink_and_clink;Domestic_sounds_and_home_sounds;Glass,28.607,22050,FSD50K,67273.wav,CC-BY,,,,cutlery from FSD50K (Cutlery_and_silverware)
urban_impact_knock_0085,data/corpus/urban/impact/urban_impact_knock_0085.wav,urban,impact,knock,Knock;Dishes_and_pots_and_pans;Child_speech_and_kid_speaking;Singing;Domestic_sounds_and_home_sounds;Human_voice;Speech;Door,23.839,22050,FSD50K,67304.wav,CC-BY,,,,knock from FSD50K (Knock)
nature_human_speech_male_0424,data/corpus/nature/human/nature_human_speech_male_0424.wav,nature,human,speech_male,Male_speech_and_man_speaking;Child_speech_and_kid_speaking;Snare_drum;Singing;Speech;Human_voice;Drum;Percussion;Musical_instrument;Music,19.807,22050,FSD50K,67305.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
nature_human_speech_male_0425,data/corpus/nature/human/nature_human_speech_male_0425.wav,nature,human,speech_male,Male_speech_and_man_speaking;Child_speech_and_kid_speaking;Conversation;Speech;Human_voice,20.108,22050,FSD50K,67307.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
nature_human_speech_male_0426,data/corpus/nature/human/nature_human_speech_male_0426.wav,nature,human,speech_male,Male_speech_and_man_speaking;Child_speech_and_kid_speaking;Conversation;Speech;Human_voice,7.572,22050,FSD50K,67308.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
music_electronic_instrument_0288,data/corpus/music/electronic/music_electronic_instrument_0288.wav,music,electronic,instrument,Accordion;Musical_instrument;Music,28.64,22050,FSD50K,67316.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
music_electronic_instrument_0289,data/corpus/music/electronic/music_electronic_instrument_0289.wav,music,electronic,instrument,Accordion;Musical_instrument;Music,4.515,22050,FSD50K,67317.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
urban_machine_engine_0176,data/corpus/urban/machine/urban_machine_engine_0176.wav,urban,machine,engine,Engine;Mechanisms,12.061,22050,FSD50K,67323.wav,CC-BY,,,,engine from FSD50K (Engine)
urban_impact_gunshot_0109,data/corpus/urban/impact/urban_impact_gunshot_0109.wav,urban,impact,gunshot,Gunshot_and_gunfire;Explosion,5.602,22050,FSD50K,68036.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
music_electronic_instrument_0290,data/corpus/music/electronic/music_electronic_instrument_0290.wav,music,electronic,instrument,Ringtone;Keyboard_(musical);Musical_instrument;Music;Telephone;Alarm,3.135,22050,FSD50K,68060.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
music_string_plucked_guitar_0125,data/corpus/music/string_plucked/music_string_plucked_guitar_0125.wav,music,string_plucked,guitar,Acoustic_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,8.571,22050,FSD50K,68133.wav,CC-BY,,,,guitar from FSD50K (Acoustic_guitar)
urban_alarm_bell_0054,data/corpus/urban/alarm/urban_alarm_bell_0054.wav,urban,alarm,bell,Tambourine;Bell;Wind_instrument_and_woodwind_instrument;Musical_instrument;Music;Percussion,21.525,22050,FSD50K,68209.wav,CC-BY,,,,bell from FSD50K (Bell)
nature_human_speech_male_0427,data/corpus/nature/human/nature_human_speech_male_0427.wav,nature,human,speech_male,Male_speech_and_man_speaking;Squeak;Female_speech_and_woman_speaking;Walk_and_footsteps;Chatter;Subway_and_metro_and_underground;Alarm;Cough;Speech;Human_voice;Human_group_actions;Rail_transport;Vehicle;Respiratory_sounds,29.631,22050,FSD50K,68272.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
urban_impact_squeak_0187,data/corpus/urban/impact/urban_impact_squeak_0187.wav,urban,impact,squeak,Squeak,3.926,22050,FSD50K,68284.wav,CC-BY,,,,squeak from FSD50K (Squeak)
music_string_bowed_bowed_strings_0108,data/corpus/music/string_bowed/music_string_bowed_bowed_strings_0108.wav,music,string_bowed,bowed_strings,Screech;Bowed_string_instrument;Musical_instrument;Music,5.218,22050,FSD50K,68302.wav,CC-BY,,,,bowed_strings from FSD50K (Bowed_string_instrument)
music_string_bowed_bowed_strings_0109,data/corpus/music/string_bowed/music_string_bowed_bowed_strings_0109.wav,music,string_bowed,bowed_strings,Screech;Bowed_string_instrument;Musical_instrument;Music,12.166,22050,FSD50K,68309.wav,CC-BY,,,,bowed_strings from FSD50K (Bowed_string_instrument)
music_electronic_instrument_0291,data/corpus/music/electronic/music_electronic_instrument_0291.wav,music,electronic,instrument,Scratching_(performance_technique);Musical_instrument;Music,3.871,22050,FSD50K,68315.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
nature_human_speech_male_0428,data/corpus/nature/human/nature_human_speech_male_0428.wav,nature,human,speech_male,Male_speech_and_man_speaking;Whispering;Speech;Human_voice,1.254,22050,FSD50K,68382.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
nature_animal_dog_0100,data/corpus/nature/animal/nature_animal_dog_0100.wav,nature,animal,dog,Bark;Growling;Dog;Domestic_animals_and_pets;Animal,9.789,22050,FSD50K,68389.wav,CC-BY,,,,dog from FSD50K (Bark)
music_electronic_instrument_0292,data/corpus/music/electronic/music_electronic_instrument_0292.wav,music,electronic,instrument,Scratching_(performance_technique);Musical_instrument;Music,3.386,22050,FSD50K,68433.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
music_electronic_instrument_0293,data/corpus/music/electronic/music_electronic_instrument_0293.wav,music,electronic,instrument,Scratching_(performance_technique);Musical_instrument;Music,1.397,22050,FSD50K,68436.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
nature_animal_bird_0291,data/corpus/nature/animal/nature_animal_bird_0291.wav,nature,animal,bird,Chirp_and_tweet;Wind;Insect;Chicken_and_rooster;Wild_animals;Animal;Bird_vocalization_and_bird_call_and_bird_song;Bird;Fowl;Livestock_and_farm_animals_and_working_animals,11.368,22050,FSD50K,68891.wav,CC-BY,,,,bird from FSD50K (Chirp_and_tweet)
music_percussion_cowbell_0046,data/corpus/music/percussion/music_percussion_cowbell_0046.wav,music,percussion,cowbell,Cowbell;Bell,5.918,22050,FSD50K,68970.wav,CC-BY,,,,cowbell from FSD50K (Cowbell)
music_percussion_cowbell_0047,data/corpus/music/percussion/music_percussion_cowbell_0047.wav,music,percussion,cowbell,Cowbell;Bell,11.639,22050,FSD50K,68971.wav,CC-BY,,,,cowbell from FSD50K (Cowbell)
music_percussion_cowbell_0048,data/corpus/music/percussion/music_percussion_cowbell_0048.wav,music,percussion,cowbell,Cowbell;Bell,13.459,22050,FSD50K,68972.wav,CC-BY,,,,cowbell from FSD50K (Cowbell)
music_percussion_cowbell_0049,data/corpus/music/percussion/music_percussion_cowbell_0049.wav,music,percussion,cowbell,Cowbell;Bell,15.476,22050,FSD50K,68974.wav,CC-BY,,,,cowbell from FSD50K (Cowbell)
urban_alarm_alarm_0197,data/corpus/urban/alarm/urban_alarm_alarm_0197.wav,urban,alarm,alarm,Alarm;Keyboard_(musical);Truck;Train;Musical_instrument;Music;Motor_vehicle_(road);Vehicle;Rail_transport,5.077,22050,FSD50K,68999.wav,CC-BY,,,,alarm from FSD50K (Alarm)
urban_machine_engine_0177,data/corpus/urban/machine/urban_machine_engine_0177.wav,urban,machine,engine,Traffic_noise_and_roadway_noise;Engine;Truck;Motor_vehicle_(road);Vehicle,22.0,22050,FSD50K,69007.wav,CC-BY,,,,engine from FSD50K (Engine)
urban_domestic_zipper_0080,data/corpus/urban/domestic/urban_domestic_zipper_0080.wav,urban,domestic,zipper,Zipper_(clothing);Domestic_sounds_and_home_sounds,1.071,22050,FSD50K,69132.wav,CC-BY,,,,zipper from FSD50K (Zipper_(clothing))
nature_animal_bird_0292,data/corpus/nature/animal/nature_animal_bird_0292.wav,nature,animal,bird,Chicken_and_rooster;Fowl;Livestock_and_farm_animals_and_working_animals;Animal,1.985,22050,FSD50K,69135.wav,CC-BY,,,,bird from FSD50K (Chicken_and_rooster)
nature_animal_bird_0293,data/corpus/nature/animal/nature_animal_bird_0293.wav,nature,animal,bird,Chirp_and_tweet;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals;Animal,2.194,22050,FSD50K,69136.wav,CC-BY,,,,bird from FSD50K (Chirp_and_tweet)
urban_domestic_toilet_0055,data/corpus/urban/domestic/urban_domestic_toilet_0055.wav,urban,domestic,toilet,Toilet_flush;Domestic_sounds_and_home_sounds,10.083,22050,FSD50K,69145.wav,CC-BY,,,,toilet from FSD50K (Toilet_flush)
nature_human_crying_0021,data/corpus/nature/human/nature_human_crying_0021.wav,nature,human,crying,Crying_and_sobbing;Human_voice,1.952,22050,FSD50K,69155.wav,CC-BY,,,,crying from FSD50K (Crying_and_sobbing)
urban_human_footsteps_0143,data/corpus/urban/human/urban_human_footsteps_0143.wav,urban,human,footsteps,Walk_and_footsteps;Run,9.913,22050,FSD50K,69298.wav,CC-BY,,,,footsteps from FSD50K (Walk_and_footsteps)
nature_water_water_0062,data/corpus/nature/water/nature_water_water_0062.wav,nature,water,water,Hiss;Water,3.721,22050,FSD50K,69299.wav,CC-BY,,,,water from FSD50K (Water)
nature_human_speech_male_0429,data/corpus/nature/human/nature_human_speech_male_0429.wav,nature,human,speech_male,Male_speech_and_man_speaking;Chatter;Speech;Human_voice;Human_group_actions,27.62,22050,FSD50K,69307.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
urban_impact_squeak_0188,data/corpus/urban/impact/urban_impact_squeak_0188.wav,urban,impact,squeak,Squeak;Singing;Musical_instrument;Human_voice;Music,23.171,22050,FSD50K,69311.wav,CC-BY,,,,squeak from FSD50K (Squeak)
nature_human_chatter_0199,data/corpus/nature/human/nature_human_chatter_0199.wav,nature,human,chatter,Chatter;Sliding_door;Human_group_actions;Door;Domestic_sounds_and_home_sounds,16.628,22050,FSD50K,69313.wav,CC-BY,,,,chatter from FSD50K (Chatter)
music_percussion_tabla_0043,data/corpus/music/percussion/music_percussion_tabla_0043.wav,music,percussion,tabla,Tabla;Female_singing;Drum;Percussion;Musical_instrument;Music;Singing;Human_voice,12.0,22050,FSD50K,69342.wav,CC-BY,,,,tabla from FSD50K (Tabla)
urban_impact_rattle_0108,data/corpus/urban/impact/urban_impact_rattle_0108.wav,urban,impact,rattle,Rattle;Doorbell;Door;Domestic_sounds_and_home_sounds;Alarm,5.001,22050,FSD50K,69384.wav,CC-BY,,,,rattle from FSD50K (Rattle)
urban_alarm_doorbell_0021,data/corpus/urban/alarm/urban_alarm_doorbell_0021.wav,urban,alarm,doorbell,Doorbell;Door;Domestic_sounds_and_home_sounds;Alarm,10.002,22050,FSD50K,69385.wav,CC-BY,,,,doorbell from FSD50K (Doorbell)
urban_alarm_doorbell_0022,data/corpus/urban/alarm/urban_alarm_doorbell_0022.wav,urban,alarm,doorbell,Doorbell;Door;Domestic_sounds_and_home_sounds;Alarm,5.033,22050,FSD50K,69386.wav,CC-BY,,,,doorbell from FSD50K (Doorbell)
urban_impact_squeak_0189,data/corpus/urban/impact/urban_impact_squeak_0189.wav,urban,impact,squeak,Squeak;Slam;Door;Domestic_sounds_and_home_sounds,4.942,22050,FSD50K,69387.wav,CC-BY,,,,squeak from FSD50K (Squeak)
nature_animal_insect_0142,data/corpus/nature/animal/nature_animal_insect_0142.wav,nature,animal,insect,Cricket;Insect;Wild_animals;Animal,2.003,22050,FSD50K,69439.wav,CC-BY,,,,insect from FSD50K (Cricket)
nature_animal_mammal_0139,data/corpus/nature/animal/nature_animal_mammal_0139.wav,nature,animal,mammal,Dog;Domestic_animals_and_pets;Animal,11.207,22050,FSD50K,69662.wav,CC-BY,,,,mammal from FSD50K (Dog)
music_string_plucked_bass_guitar_0063,data/corpus/music/string_plucked/music_string_plucked_bass_guitar_0063.wav,music,string_plucked,bass_guitar,Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,9.71,22050,FSD50K,69732.wav,CC-BY,,,,bass_guitar from FSD50K (Bass_guitar)
music_string_plucked_bass_guitar_0064,data/corpus/music/string_plucked/music_string_plucked_bass_guitar_0064.wav,music,string_plucked,bass_guitar,Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,8.795,22050,FSD50K,69735.wav,CC-BY,,,,bass_guitar from FSD50K (Bass_guitar)
music_string_plucked_bass_guitar_0065,data/corpus/music/string_plucked/music_string_plucked_bass_guitar_0065.wav,music,string_plucked,bass_guitar,Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,9.804,22050,FSD50K,69736.wav,CC-BY,,,,bass_guitar from FSD50K (Bass_guitar)
music_string_plucked_bass_guitar_0066,data/corpus/music/string_plucked/music_string_plucked_bass_guitar_0066.wav,music,string_plucked,bass_guitar,Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,9.032,22050,FSD50K,69738.wav,CC-BY,,,,bass_guitar from FSD50K (Bass_guitar)
music_string_plucked_bass_guitar_0067,data/corpus/music/string_plucked/music_string_plucked_bass_guitar_0067.wav,music,string_plucked,bass_guitar,Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,6.94,22050,FSD50K,69739.wav,CC-BY,,,,bass_guitar from FSD50K (Bass_guitar)
nature_human_chatter_0200,data/corpus/nature/human/nature_human_chatter_0200.wav,nature,human,chatter,Chatter;Wind_instrument_and_woodwind_instrument;Laughter;Musical_instrument;Music;Human_group_actions;Human_voice,9.905,22050,FSD50K,69769.wav,CC-BY,,,,chatter from FSD50K (Chatter)
music_percussion_gong_0060,data/corpus/music/percussion/music_percussion_gong_0060.wav,music,percussion,gong,Crowd;Gong;Human_group_actions;Percussion;Musical_instrument;Music,9.978,22050,FSD50K,69771.wav,CC-BY,,,,gong from FSD50K (Gong)
nature_water_water_0063,data/corpus/nature/water/nature_water_water_0063.wav,nature,water,water,Water;Dog;Domestic_animals_and_pets;Animal,9.917,22050,FSD50K,69777.wav,CC-BY,,,,water from FSD50K (Water)
music_electronic_instrument_0294,data/corpus/music/electronic/music_electronic_instrument_0294.wav,music,electronic,instrument,Brass_instrument;Musical_instrument;Music,2.0,22050,FSD50K,69830.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
music_electronic_instrument_0295,data/corpus/music/electronic/music_electronic_instrument_0295.wav,music,electronic,instrument,Brass_instrument;Musical_instrument;Music,2.0,22050,FSD50K,69834.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
music_electronic_instrument_0296,data/corpus/music/electronic/music_electronic_instrument_0296.wav,music,electronic,instrument,Brass_instrument;Musical_instrument;Music,2.0,22050,FSD50K,69841.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
music_electronic_instrument_0297,data/corpus/music/electronic/music_electronic_instrument_0297.wav,music,electronic,instrument,Brass_instrument;Musical_instrument;Music,2.0,22050,FSD50K,69843.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
music_electronic_instrument_0298,data/corpus/music/electronic/music_electronic_instrument_0298.wav,music,electronic,instrument,Brass_instrument;Musical_instrument;Music,2.0,22050,FSD50K,69844.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
music_electronic_instrument_0299,data/corpus/music/electronic/music_electronic_instrument_0299.wav,music,electronic,instrument,Brass_instrument;Musical_instrument;Music,2.0,22050,FSD50K,69847.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
music_electronic_instrument_0300,data/corpus/music/electronic/music_electronic_instrument_0300.wav,music,electronic,instrument,Brass_instrument;Musical_instrument;Music,2.0,22050,FSD50K,69852.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
nature_animal_bird_0294,data/corpus/nature/animal/nature_animal_bird_0294.wav,nature,animal,bird,Chirp_and_tweet;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals;Animal,9.867,22050,FSD50K,70049.wav,CC-BY,,,,bird from FSD50K (Chirp_and_tweet)
nature_animal_bird_0295,data/corpus/nature/animal/nature_animal_bird_0295.wav,nature,animal,bird,Screech;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals;Animal,10.027,22050,FSD50K,70050.wav,CC-BY,,,,bird from FSD50K (Bird)
urban_transport_car_0078,data/corpus/urban/transport/urban_transport_car_0078.wav,urban,transport,car,Motor_vehicle_(road);Siren;Vehicle;Alarm,10.031,22050,FSD50K,70052.wav,CC-BY,,,,car from FSD50K (Motor_vehicle_(road))
nature_human_speech_female_0173,data/corpus/nature/human/nature_human_speech_female_0173.wav,nature,human,speech_female,Female_speech_and_woman_speaking;Subway_and_metro_and_underground;Speech;Human_voice;Rail_transport;Vehicle,9.86,22050,FSD50K,70053.wav,CC-BY,,,,speech_female from FSD50K (Female_speech_and_woman_speaking)
urban_machine_fan_0054,data/corpus/urban/machine/urban_machine_fan_0054.wav,urban,machine,fan,Mechanical_fan;Mechanisms,25.02,22050,FSD50K,70083.wav,CC-BY,,,,fan from FSD50K (Mechanical_fan)
urban_domestic_tick_0048,data/corpus/urban/domestic/urban_domestic_tick_0048.wav,urban,domestic,tick,Tick;Chime;Clock;Mechanisms;Bell,9.632,22050,FSD50K,70090.wav,CC-BY,,,,tick from FSD50K (Tick)
urban_transport_train_0048,data/corpus/urban/transport/urban_transport_train_0048.wav,urban,transport,train,Traffic_noise_and_roadway_noise;Train;Rail_transport;Vehicle;Motor_vehicle_(road),11.806,22050,FSD50K,70305.wav,CC-BY,,,,train from FSD50K (Train)
music_electronic_instrument_0301,data/corpus/music/electronic/music_electronic_instrument_0301.wav,music,electronic,instrument,Keyboard_(musical);Musical_instrument;Music,4.025,22050,FSD50K,70733.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
nature_animal_bird_0296,data/corpus/nature/animal/nature_animal_bird_0296.wav,nature,animal,bird,Chirp_and_tweet;Traffic_noise_and_roadway_noise;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals;Animal;Motor_vehicle_(road);Vehicle,18.983,22050,FSD50K,70743.wav,CC-BY,,,,bird from FSD50K (Chirp_and_tweet)
urban_machine_hammer_0056,data/corpus/urban/machine/urban_machine_hammer_0056.wav,urban,machine,hammer,Hammer;Thump_and_thud;Tools,0.576,22050,FSD50K,70878.wav,CC-BY,,,,hammer from FSD50K (Hammer)
urban_machine_tools_0063,data/corpus/urban/machine/urban_machine_tools_0063.wav,urban,machine,tools,Tools,0.957,22050,FSD50K,70883.wav,CC-BY,,,,tools from FSD50K (Tools)
urban_machine_hammer_0057,data/corpus/urban/machine/urban_machine_hammer_0057.wav,urban,machine,hammer,Hammer;Thump_and_thud;Tools,0.767,22050,FSD50K,70885.wav,CC-BY,,,,hammer from FSD50K (Hammer)
music_brass_trumpet_0045,data/corpus/music/brass/music_brass_trumpet_0045.wav,music,brass,trumpet,Trumpet;Brass_instrument;Musical_instrument;Music,3.074,22050,FSD50K,70890.wav,CC-BY,,,,trumpet from FSD50K (Trumpet)
nature_animal_mammal_0140,data/corpus/nature/animal/nature_animal_mammal_0140.wav,nature,animal,mammal,Purr;Cat;Domestic_animals_and_pets;Animal,6.709,22050,FSD50K,70907.wav,CC-BY,,,,mammal from FSD50K (Cat)
urban_transport_car_0079,data/corpus/urban/transport/urban_transport_car_0079.wav,urban,transport,car,Motor_vehicle_(road);Siren;Vehicle;Alarm,27.491,22050,FSD50K,70936.wav,CC-BY,,,,car from FSD50K (Motor_vehicle_(road))
urban_transport_car_0080,data/corpus/urban/transport/urban_transport_car_0080.wav,urban,transport,car,Motor_vehicle_(road);Siren;Vehicle;Alarm,4.315,22050,FSD50K,70938.wav,CC-BY,,,,car from FSD50K (Motor_vehicle_(road))
urban_transport_car_0081,data/corpus/urban/transport/urban_transport_car_0081.wav,urban,transport,car,Motor_vehicle_(road);Siren;Vehicle;Alarm,27.139,22050,FSD50K,70939.wav,CC-BY,,,,car from FSD50K (Motor_vehicle_(road))
urban_machine_engine_0178,data/corpus/urban/machine/urban_machine_engine_0178.wav,urban,machine,engine,Engine_starting;Engine,8.946,22050,FSD50K,71024.wav,CC-BY,,,,engine from FSD50K (Engine)
nature_human_speech_female_0174,data/corpus/nature/human/nature_human_speech_female_0174.wav,nature,human,speech_female,Female_speech_and_woman_speaking;Telephone;Speech;Human_voice;Alarm,4.156,22050,FSD50K,71104.wav,CC-BY,,,,speech_female from FSD50K (Female_speech_and_woman_speaking)
music_string_plucked_electric_guitar_0172,data/corpus/music/string_plucked/music_string_plucked_electric_guitar_0172.wav,music,string_plucked,electric_guitar,Electric_guitar;Screech;Guitar;Plucked_string_instrument;Musical_instrument;Music,4.753,22050,FSD50K,71134.wav,CC-BY,,,,electric_guitar from FSD50K (Electric_guitar)
urban_human_footsteps_0144,data/corpus/urban/human/urban_human_footsteps_0144.wav,urban,human,footsteps,Walk_and_footsteps;Drum;Percussion;Musical_instrument;Music,4.743,22050,FSD50K,71136.wav,CC-BY,,,,footsteps from FSD50K (Walk_and_footsteps)
nature_human_screaming_0100,data/corpus/nature/human/nature_human_screaming_0100.wav,nature,human,screaming,Screaming;Human_voice,4.526,22050,FSD50K,71139.wav,CC-BY,,,,screaming from FSD50K (Screaming)
music_percussion_percussion_0100,data/corpus/music/percussion/music_percussion_percussion_0100.wav,music,percussion,percussion,Tambourine;Rattle_(instrument);Percussion;Musical_instrument;Music,5.336,22050,FSD50K,71140.wav,CC-BY,,,,percussion from FSD50K (Percussion)
music_string_plucked_guitar_0126,data/corpus/music/string_plucked/music_string_plucked_guitar_0126.wav,music,string_plucked,guitar,Screech;Guitar;Plucked_string_instrument;Musical_instrument;Music,3.239,22050,FSD50K,71145.wav,CC-BY,,,,guitar from FSD50K (Guitar)
nature_animal_bird_0297,data/corpus/nature/animal/nature_animal_bird_0297.wav,nature,animal,bird,Chirp_and_tweet;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals;Animal,1.848,22050,FSD50K,71168.wav,CC-BY,,,,bird from FSD50K (Chirp_and_tweet)
urban_impact_door_0027,data/corpus/urban/impact/urban_impact_door_0027.wav,urban,impact,door,Door;Domestic_sounds_and_home_sounds,2.364,22050,FSD50K,71212.wav,CC-BY,,,,door from FSD50K (Door)
urban_human_typing_0098,data/corpus/urban/human/urban_human_typing_0098.wav,urban,human,typing,Computer_keyboard;Typing;Domestic_sounds_and_home_sounds,18.944,22050,FSD50K,71215.wav,CC-BY,,,,typing from FSD50K (Typing)
urban_domestic_toilet_0056,data/corpus/urban/domestic/urban_domestic_toilet_0056.wav,urban,domestic,toilet,Toilet_flush;Gurgling;Domestic_sounds_and_home_sounds;Water,12.446,22050,FSD50K,71218.wav,CC-BY,,,,toilet from FSD50K (Toilet_flush)
urban_domestic_zipper_0081,data/corpus/urban/domestic/urban_domestic_zipper_0081.wav,urban,domestic,zipper,Zipper_(clothing);Domestic_sounds_and_home_sounds,9.899,22050,FSD50K,71220.wav,CC-BY,,,,zipper from FSD50K (Zipper_(clothing))
urban_impact_crack_0060,data/corpus/urban/impact/urban_impact_crack_0060.wav,urban,impact,crack,Crack;Hands,8.662,22050,FSD50K,71221.wav,CC-BY,,,,crack from FSD50K (Crack)
urban_alarm_alarm_0198,data/corpus/urban/alarm/urban_alarm_alarm_0198.wav,urban,alarm,alarm,Telephone;Alarm,8.615,22050,FSD50K,71222.wav,CC-BY,,,,alarm from FSD50K (Alarm)
urban_impact_squeak_0190,data/corpus/urban/impact/urban_impact_squeak_0190.wav,urban,impact,squeak,Squeak;Human_group_actions,8.727,22050,FSD50K,71224.wav,CC-BY,,,,squeak from FSD50K (Squeak)
nature_human_speech_male_0430,data/corpus/nature/human/nature_human_speech_male_0430.wav,nature,human,speech_male,Male_speech_and_man_speaking;Yell;Motor_vehicle_(road);Siren;Vehicle;Speech;Human_voice;Alarm;Shout,27.128,22050,FSD50K,71299.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
nature_human_speech_male_0431,data/corpus/nature/human/nature_human_speech_male_0431.wav,nature,human,speech_male,Male_speech_and_man_speaking;Gunshot_and_gunfire;Keyboard_(musical);Speech;Human_voice;Explosion;Musical_instrument;Music,13.351,22050,FSD50K,71300.wav,CC-BY,,,,speech_male from FSD50K (Male_speech_and_man_speaking)
music_percussion_gong_0061,data/corpus/music/percussion/music_percussion_gong_0061.wav,music,percussion,gong,Gong;Percussion;Musical_instrument;Music,7.524,22050,FSD50K,71507.wav,CC-BY,,,,gong from FSD50K (Gong)
nature_water_stream_0075,data/corpus/nature/water/nature_water_stream_0075.wav,nature,water,stream,Stream;Gurgling;Water,22.709,22050,FSD50K,71519.wav,CC-BY,,,,stream from FSD50K (Stream)
nature_water_stream_0076,data/corpus/nature/water/nature_water_stream_0076.wav,nature,water,stream,Stream;Trickle_and_dribble;Water;Pour;Liquid,17.421,22050,FSD50K,71521.wav,CC-BY,,,,stream from FSD50K (Stream)
nature_water_stream_0077,data/corpus/nature/water/nature_water_stream_0077.wav,nature,water,stream,Stream;Gurgling;Water,9.967,22050,FSD50K,71522.wav,CC-BY,,,,stream from FSD50K (Stream)
nature_water_water_0064,data/corpus/nature/water/nature_water_water_0064.wav,nature,water,water,Water,21.529,22050,FSD50K,71523.wav,CC-BY,,,,water from FSD50K (Water)
urban_alarm_chime_0060,data/corpus/urban/alarm/urban_alarm_chime_0060.wav,urban,alarm,chime,Wind_chime;Chime;Bell,6.177,22050,FSD50K,71580.wav,CC-BY,,,,chime from FSD50K (Chime)
urban_impact_drawer_0042,data/corpus/urban/impact/urban_impact_drawer_0042.wav,urban,impact,drawer,Drawer_open_or_close;Domestic_sounds_and_home_sounds,1.997,22050,FSD50K,71581.wav,CC-BY,,,,drawer from FSD50K (Drawer_open_or_close)
urban_domestic_toilet_0057,data/corpus/urban/domestic/urban_domestic_toilet_0057.wav,urban,domestic,toilet,Toilet_flush;Domestic_sounds_and_home_sounds,9.242,22050,FSD50K,71587.wav,CC-BY,,,,toilet from FSD50K (Toilet_flush)
